-180,65, TEXTURE ,1294,45,40,15,2, FAO , ASIA 
-107.5,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-107.5,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-107.5,68, TEXTURE ,1146,45,40,15,0, FAO , NAMERICA 
-107.5,68.5, TEXTURE ,1120,45,40,15,0, FAO , NAMERICA 
-107.5,69, TEXTURE ,1095,45,40,15,0, FAO , NAMERICA 
-107.5,69.5, TEXTURE ,1070,45,40,15,0, FAO , NAMERICA 
-107,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-107,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-107,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-107,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-107,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-107,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-107,68, TEXTURE ,1146,45,40,15,0, FAO , NAMERICA 
-107,68.5, TEXTURE ,1120,45,40,15,0, FAO , NAMERICA 
-107,69.5, TEXTURE ,1070,45,40,15,0, FAO , NAMERICA 
-106.5,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-106.5,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-106.5,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-106.5,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-106.5,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-106.5,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-106.5,68, TEXTURE ,1146,80,10,10,0, FAO , NAMERICA 
-106.5,68.5, TEXTURE ,1120,45,40,15,0, FAO , NAMERICA 
-106.5,69, TEXTURE ,1095,45,40,15,0, FAO , NAMERICA 
-106.5,69.5, TEXTURE ,1070,45,40,15,0, FAO , NAMERICA 
-106,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-106,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-106,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-106,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-106,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-106,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-106,68, TEXTURE ,1146,80,10,10,0, FAO , NAMERICA 
-106,68.5, TEXTURE ,1120,45,40,15,0, FAO , NAMERICA 
-106,69, TEXTURE ,1095,45,40,15,0, FAO , NAMERICA 
-106,69.5, TEXTURE ,1070,45,40,15,0, FAO , NAMERICA 
-105.5,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-105.5,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-105.5,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-105.5,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-105.5,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-105.5,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-105.5,68, TEXTURE ,1146,80,10,10,0, FAO , NAMERICA 
-105.5,69, TEXTURE ,1095,45,40,15,0, FAO , NAMERICA 
-105.5,69.5, TEXTURE ,1070,45,40,15,0, FAO , NAMERICA 
-105,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-105,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-105,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-105,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-105,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-105,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-105,68, TEXTURE ,1146,80,10,10,0, FAO , NAMERICA 
-105,68.5, TEXTURE ,1120,45,40,15,0, FAO , NAMERICA 
-105,69, TEXTURE ,1095,45,40,15,0, FAO , NAMERICA 
-105,69.5, TEXTURE ,1070,45,40,15,0, FAO , NAMERICA 
-104.5,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-104.5,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-104.5,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-104.5,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-104.5,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-104.5,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-104.5,69, TEXTURE ,1095,45,40,15,0, FAO , NAMERICA 
-104.5,69.5, TEXTURE ,1070,45,40,15,0, FAO , NAMERICA 
-104,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-104,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-104,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-104,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-104,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-104,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-104,69, TEXTURE ,1095,45,40,15,0, FAO , NAMERICA 
-104,69.5, TEXTURE ,1070,45,40,15,0, FAO , NAMERICA 
-103.5,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-103.5,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-103.5,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-103.5,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-103.5,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-103.5,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-103.5,69, TEXTURE ,1095,45,40,15,0, FAO , NAMERICA 
-103.5,69.5, TEXTURE ,1070,45,40,15,0, FAO , NAMERICA 
-103,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-103,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-103,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-103,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-103,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-103,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-103,69, TEXTURE ,1095,45,40,15,0, FAO , NAMERICA 
-103,69.5, TEXTURE ,1070,45,40,15,0, FAO , NAMERICA 
-102.5,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-102.5,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-102.5,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-102.5,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-102.5,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-102.5,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-102.5,69, TEXTURE ,1095,45,40,15,0, FAO , NAMERICA 
-102,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-102,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-102,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-102,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-102,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-102,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-102,69.5, TEXTURE ,1070,45,40,15,0, FAO , NAMERICA 
-101.5,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-101.5,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-101.5,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-101.5,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-101.5,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-101.5,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-101.5,69.5, TEXTURE ,1070,45,40,15,0, FAO , NAMERICA 
-101,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-101,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-101,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-101,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-101,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-101,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-100.5,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-100.5,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-100.5,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-100.5,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-100.5,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-100.5,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-100,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-100,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-100,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-100,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-100,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-100,67.5, TEXTURE ,1171,45,40,15,0, FAO , NAMERICA 
-99.5,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-99.5,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-99.5,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-99.5,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-99.5,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-99.5,67.5, TEXTURE ,1171,45,40,15,0, FAO , NAMERICA 
-99,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-99,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-99,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-99,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-99,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-99,67.5, TEXTURE ,1171,45,40,15,0, FAO , NAMERICA 
-99,69, TEXTURE ,1095,45,40,15,0, FAO , NAMERICA 
-98.5,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-98.5,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-98.5,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-98.5,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-98.5,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-98.5,67.5, TEXTURE ,1171,45,40,15,0, FAO , NAMERICA 
-98.5,68, TEXTURE ,1146,45,40,15,0, FAO , NAMERICA 
-98.5,68.5, TEXTURE ,1120,45,40,15,0, FAO , NAMERICA 
-98.5,69, TEXTURE ,1095,45,40,15,0, FAO , NAMERICA 
-98.5,69.5, TEXTURE ,1070,45,40,15,0, FAO , NAMERICA 
-98,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-98,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-98,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-98,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-98,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-98,67.5, TEXTURE ,1171,45,40,15,0, FAO , NAMERICA 
-98,68, TEXTURE ,1146,45,40,15,0, FAO , NAMERICA 
-98,68.5, TEXTURE ,1120,45,40,15,0, FAO , NAMERICA 
-98,69, TEXTURE ,1095,45,40,15,0, FAO , NAMERICA 
-98,69.5, TEXTURE ,1070,45,40,15,0, FAO , NAMERICA 
-97.5,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-97.5,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-97.5,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-97.5,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-97.5,67, TEXTURE ,1195,45,40,15,0, FAO , NAMERICA 
-97.5,67.5, TEXTURE ,1171,45,40,15,0, FAO , NAMERICA 
-97.5,68, TEXTURE ,1146,45,40,15,0, FAO , NAMERICA 
-97.5,68.5, TEXTURE ,1120,45,40,15,0, FAO , NAMERICA 
-97.5,69, TEXTURE ,1095,45,40,15,0, FAO , NAMERICA 
-97,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-97,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-97,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-97,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-97,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-97,67.5, TEXTURE ,1171,45,40,15,0, FAO , NAMERICA 
-97,68, TEXTURE ,1146,45,40,15,0, FAO , NAMERICA 
-97,68.5, TEXTURE ,1120,45,40,15,0, FAO , NAMERICA 
-97,69, TEXTURE ,1095,45,40,15,0, FAO , NAMERICA 
-96.5,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-96.5,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-96.5,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-96.5,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-96.5,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-96.5,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-96.5,68.5, TEXTURE ,1120,45,40,15,0, FAO , NAMERICA 
-96.5,69, TEXTURE ,1095,45,40,15,0, FAO , NAMERICA 
-96,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-96,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-96,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-96,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-96,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-96,68.5, TEXTURE ,1120,45,40,15,0, FAO , NAMERICA 
-96,69.5, TEXTURE ,1070,45,40,15,0, FAO , NAMERICA 
-95.5,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-95.5,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-95.5,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-95.5,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-95.5,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-95.5,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-95.5,69.5, TEXTURE ,1070,45,40,15,0, FAO , NAMERICA 
-95,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-95,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-95,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-95,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-95,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-95,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-95,69.5, TEXTURE ,1070,80,10,10,0, FAO , NAMERICA 
-94.5,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-94.5,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-94.5,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-94.5,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-94.5,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-94.5,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-94.5,68, TEXTURE ,1146,80,10,10,0, FAO , NAMERICA 
-94.5,68.5, TEXTURE ,1120,45,40,15,0, FAO , NAMERICA 
-94.5,69, TEXTURE ,1095,45,40,15,0, FAO , NAMERICA 
-94.5,69.5, TEXTURE ,1070,80,10,10,0, FAO , NAMERICA 
-94,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-94,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-94,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-94,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-94,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-94,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-94,68, TEXTURE ,1146,80,10,10,0, FAO , NAMERICA 
-94,69, TEXTURE ,1095,45,40,15,0, FAO , NAMERICA 
-94,69.5, TEXTURE ,1070,80,10,10,0, FAO , NAMERICA 
-93.5,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-93.5,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-93.5,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-93.5,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-93.5,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-93.5,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-93.5,68, TEXTURE ,1146,80,10,10,0, FAO , NAMERICA 
-93.5,68.5, TEXTURE ,1120,45,40,15,0, FAO , NAMERICA 
-93.5,69, TEXTURE ,1095,45,40,15,0, FAO , NAMERICA 
-93.5,69.5, TEXTURE ,1070,80,10,10,0, FAO , NAMERICA 
-93,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-93,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-93,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-93,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-93,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-93,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-93,68, TEXTURE ,1146,80,10,10,0, FAO , NAMERICA 
-93,68.5, TEXTURE ,1120,45,40,15,0, FAO , NAMERICA 
-93,69, TEXTURE ,1095,80,10,10,0, FAO , NAMERICA 
-93,69.5, TEXTURE ,1070,80,10,10,0, FAO , NAMERICA 
-92.5,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-92.5,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-92.5,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-92.5,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-92.5,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-92.5,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-92.5,68, TEXTURE ,1146,80,10,10,0, FAO , NAMERICA 
-92.5,68.5, TEXTURE ,1120,80,10,10,0, FAO , NAMERICA 
-92.5,69, TEXTURE ,1095,80,10,10,0, FAO , NAMERICA 
-92.5,69.5, TEXTURE ,1070,80,10,10,0, FAO , NAMERICA 
-92,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-92,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-92,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-92,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-92,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-92,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-92,68, TEXTURE ,1146,80,10,10,0, FAO , NAMERICA 
-92,68.5, TEXTURE ,1120,80,10,10,0, FAO , NAMERICA 
-92,69, TEXTURE ,1095,80,10,10,0, FAO , NAMERICA 
-91.5,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-91.5,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-91.5,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-91.5,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-91.5,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-91.5,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-91.5,68, TEXTURE ,1146,80,10,10,0, FAO , NAMERICA 
-91.5,68.5, TEXTURE ,1120,80,10,10,0, FAO , NAMERICA 
-91.5,69, TEXTURE ,1095,80,10,10,0, FAO , NAMERICA 
-91,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-91,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-91,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-91,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-91,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-91,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-91,68, TEXTURE ,1146,80,10,10,0, FAO , NAMERICA 
-91,68.5, TEXTURE ,1120,80,10,10,0, FAO , NAMERICA 
-91,69, TEXTURE ,1095,45,40,15,0, FAO , NAMERICA 
-90.5,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-90.5,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-90.5,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-90.5,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-90.5,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-90.5,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-90.5,68, TEXTURE ,1146,80,10,10,0, FAO , NAMERICA 
-90,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-90,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-90,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-90,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-90,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-90,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-90,68, TEXTURE ,1146,80,10,10,0, FAO , NAMERICA 
-90,68.5, TEXTURE ,1120,80,10,10,0, FAO , NAMERICA 
-89.5,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-89.5,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-89.5,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-89.5,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-89.5,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-89.5,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-89.5,68, TEXTURE ,1146,80,10,10,0, FAO , NAMERICA 
-89.5,68.5, TEXTURE ,1120,80,10,10,0, FAO , NAMERICA 
-89.5,69, TEXTURE ,1095,80,10,10,0, FAO , NAMERICA 
-89,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-89,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-89,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-89,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-89,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-89,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-89,68, TEXTURE ,1146,80,10,10,0, FAO , NAMERICA 
-89,68.5, TEXTURE ,1120,80,10,10,0, FAO , NAMERICA 
-88.5,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-88.5,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-88.5,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-88.5,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-88.5,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-88.5,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-88.5,68, TEXTURE ,1146,80,10,10,0, FAO , NAMERICA 
-88.5,68.5, TEXTURE ,1120,80,10,10,0, FAO , NAMERICA 
-88,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-88,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-88,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-88,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-88,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-87.5,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-87.5,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-87.5,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-87.5,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-87.5,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-87,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-87,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-87,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-87,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-87,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-87,68, TEXTURE ,1146,80,10,10,0, FAO , NAMERICA 
-86.5,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-86.5,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-86.5,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-86.5,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-86,65, TEXTURE ,1294,45,40,15,0, FAO , NAMERICA 
-86,65.5, TEXTURE ,1270,45,40,15,0, FAO , NAMERICA 
-86,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-86,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-86,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-86,68, TEXTURE ,1146,80,10,10,0, FAO , NAMERICA 
-85.5,65, TEXTURE ,1294,45,40,15,0, FAO , NAMERICA 
-85.5,65.5, TEXTURE ,1270,45,40,15,0, FAO , NAMERICA 
-85.5,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-85.5,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-85.5,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-85.5,68, TEXTURE ,1146,80,10,10,0, FAO , NAMERICA 
-85.5,68.5, TEXTURE ,1120,80,10,10,0, FAO , NAMERICA 
-85.5,69, TEXTURE ,1095,80,10,10,0, FAO , NAMERICA 
-85.5,69.5, TEXTURE ,1070,80,10,10,0, FAO , NAMERICA 
-85,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
-85,65.5, TEXTURE ,1270,80,10,10,0, FAO , NAMERICA 
-85,66, TEXTURE ,1245,80,10,10,0, FAO , NAMERICA 
-85,66.5, TEXTURE ,1220,80,10,10,0, FAO , NAMERICA 
-85,67, TEXTURE ,1195,80,10,10,0, FAO , NAMERICA 
-85,67.5, TEXTURE ,1171,80,10,10,0, FAO , NAMERICA 
-85,68, TEXTURE ,1146,80,10,10,0, FAO , NAMERICA 
-85,68.5, TEXTURE ,1120,80,10,10,0, FAO , NAMERICA 
-85,69, TEXTURE ,1095,80,10,10,0, FAO , NAMERICA 
-85,69.5, TEXTURE ,1070,80,10,10,0, FAO , NAMERICA 
-84.5,65, TEXTURE ,1294,80,10,10,0, FAO , NAMERICA 
